No,Age,Education,Industry,Experience ,Marital Status,Own House,Dependents,Income,Loan Affordability
26976,31,High School,Software ,12,SINGLE,NO,2,92225.4902,NO
26979,30,Master,Manufacturing,9,SINGLE,NO,1,77225.4902,NO
26993,43,Doctorate,Arts & Media,21,SINGLE,NO,0,70225.4902,YES
26997,52,Bachelor,Transport ,32,MARRIED,YES,3,89225.4902,NO
27011,30,Bachelor,Food & Beverages,10,DIVORCED,NO,3,74225.4902,NO
27012,28,Master,Chemical ,7,DIVORCED,YES,0,94225.4902,NO
27025,55,Bachelor,Pulp and paper ,35,DIVORCED,NO,0,90225.4902,NO
27035,39,Master,Food & Beverages,18,DIVORCED,YES,2,71225.4902,NO
27046,50,No schooling,Chemical ,32,DIVORCED,NO,0,70225.4902,YES
27051,34,High School,Software ,15,SINGLE,NO,0,83225.4902,NO
27054,29,Master,Manufacturing,8,MARRIED,YES,0,97225.4902,YES
27068,41,Doctorate,Arts & Media,19,MARRIED,YES,1,83225.4902,YES
27072,49,Bachelor,Transport ,29,DIVORCED,NO,0,97225.4902,NO
27086,35,Bachelor,Food & Beverages,15,MARRIED,NO,3,69225.4902,NO
27087,45,Master,Chemical ,24,DIVORCED,YES,0,77225.4902,YES
27100,26,Bachelor,Pulp and paper ,6,DIVORCED,YES,1,82225.4902,YES
27110,44,Master,Food & Beverages,23,MARRIED,YES,1,75225.4902,YES
27121,43,No schooling,Chemical ,25,DIVORCED,NO,1,71225.4902,YES
27126,36,High School,Software ,17,SINGLE,NO,3,92225.4902,YES
27129,39,Master,Manufacturing,18,DIVORCED,YES,0,91225.4902,NO
27143,51,Doctorate,Arts & Media,29,MARRIED,YES,3,82225.4902,NO
27147,29,Bachelor,Transport ,9,DIVORCED,YES,1,94225.4902,YES
27161,53,Bachelor,Food & Beverages,33,SINGLE,YES,1,79225.4902,YES
27162,37,Master,Chemical ,16,DIVORCED,NO,2,79225.4902,NO
27175,43,Bachelor,Pulp and paper ,23,SINGLE,NO,2,84225.4902,NO
27185,39,Master,Food & Beverages,18,SINGLE,NO,0,84225.4902,YES
27196,43,No schooling,Chemical ,25,SINGLE,NO,3,80225.4902,YES
27201,34,High School,Software ,15,MARRIED,YES,0,76225.4902,NO
27204,37,Master,Manufacturing,16,MARRIED,YES,1,84225.4902,NO
27218,51,Doctorate,Arts & Media,29,DIVORCED,YES,3,74225.4902,YES
27222,49,Bachelor,Transport ,29,MARRIED,YES,2,82225.4902,NO
27236,35,Bachelor,Food & Beverages,15,MARRIED,YES,0,72225.4902,NO
27237,39,Master,Chemical ,18,SINGLE,NO,1,68225.4902,YES
27250,51,Bachelor,Pulp and paper ,31,MARRIED,NO,0,86225.4902,NO
27260,34,Master,Food & Beverages,13,DIVORCED,NO,1,71225.4902,NO
27271,34,No schooling,Chemical ,16,DIVORCED,YES,0,80225.4902,YES
27276,34,High School,Software ,15,MARRIED,NO,1,87225.4902,YES
27279,49,Master,Manufacturing,28,MARRIED,YES,1,80225.4902,NO
27293,27,Doctorate,Arts & Media,5,DIVORCED,YES,0,86225.4902,NO
27297,40,Bachelor,Transport ,20,SINGLE,NO,0,85225.4902,NO
27311,54,Bachelor,Food & Beverages,34,MARRIED,YES,1,74225.4902,NO
27312,55,Master,Chemical ,34,DIVORCED,NO,0,77225.4902,NO
27325,38,Bachelor,Pulp and paper ,18,MARRIED,NO,1,87225.4902,YES
27335,49,Master,Food & Beverages,28,SINGLE,YES,0,74225.4902,YES
27346,36,No schooling,Chemical ,18,DIVORCED,NO,2,75225.4902,NO
27351,38,High School,Software ,19,SINGLE,YES,1,70225.4902,YES
27354,52,Master,Manufacturing,31,SINGLE,YES,3,82225.4902,NO
27368,25,Doctorate,Arts & Media,3,MARRIED,NO,1,75225.4902,NO
27372,44,Bachelor,Transport ,24,DIVORCED,NO,3,96225.4902,YES
27386,34,Bachelor,Food & Beverages,14,SINGLE,NO,0,76225.4902,NO
27387,32,Master,Chemical ,11,MARRIED,YES,2,79225.4902,YES
27400,47,Bachelor,Pulp and paper ,27,DIVORCED,YES,2,82225.4902,NO
27410,37,Master,Food & Beverages,16,SINGLE,NO,1,86225.4902,NO
27421,32,No schooling,Chemical ,14,DIVORCED,YES,0,63225.4902,YES
27426,46,High School,Software ,27,MARRIED,NO,3,92225.4902,NO
27429,40,Master,Manufacturing,19,DIVORCED,NO,1,76225.4902,NO
27443,38,Doctorate,Arts & Media,16,DIVORCED,NO,3,90225.4902,NO
27447,31,Bachelor,Transport ,11,MARRIED,NO,1,87225.4902,NO
27461,25,Bachelor,Food & Beverages,5,DIVORCED,NO,2,67225.4902,NO
27462,44,Master,Chemical ,23,MARRIED,YES,0,74225.4902,YES
27475,40,Bachelor,Pulp and paper ,20,MARRIED,NO,2,78225.4902,NO
27485,49,Master,Food & Beverages,28,SINGLE,YES,2,76225.4902,YES
27496,42,No schooling,Chemical ,24,SINGLE,YES,1,62225.4902,NO
27501,46,High School,Software ,27,DIVORCED,YES,1,68225.4902,NO
27504,35,Master,Manufacturing,14,MARRIED,YES,0,93225.4902,YES
27518,49,Doctorate,Arts & Media,27,MARRIED,YES,2,90225.4902,YES
27522,40,Bachelor,Transport ,20,MARRIED,NO,1,99225.4902,NO
27536,37,Bachelor,Food & Beverages,17,MARRIED,NO,3,92225.4902,YES
27537,49,Master,Chemical ,28,SINGLE,NO,0,89225.4902,NO
27550,28,Bachelor,Pulp and paper ,8,SINGLE,NO,1,91225.4902,YES
27560,44,Master,Food & Beverages,23,DIVORCED,NO,3,70225.4902,YES
27571,50,No schooling,Chemical ,32,DIVORCED,YES,0,60225.4902,YES
27576,48,High School,Software ,29,MARRIED,YES,3,67225.4902,NO
27579,38,Master,Manufacturing,17,MARRIED,YES,0,67225.4902,NO
27593,38,Doctorate,Arts & Media,16,MARRIED,YES,2,88225.4902,YES
27597,29,Bachelor,Transport ,9,SINGLE,NO,0,94225.4902,NO
27611,37,Bachelor,Food & Beverages,17,SINGLE,NO,0,78225.4902,NO
27612,31,Master,Chemical ,10,DIVORCED,NO,1,95225.4902,NO
27625,44,Bachelor,Pulp and paper ,24,SINGLE,YES,2,75225.4902,NO
27635,52,Master,Food & Beverages,31,MARRIED,YES,1,74225.4902,NO
27646,49,No schooling,Chemical ,31,SINGLE,NO,2,63225.4902,NO
27651,33,High School,Software ,14,SINGLE,NO,1,80225.4902,NO
27654,41,Master,Manufacturing,20,DIVORCED,NO,0,94225.4902,NO
27668,30,Doctorate,Arts & Media,8,MARRIED,NO,3,86225.4902,NO
27672,46,Bachelor,Transport ,26,MARRIED,NO,2,87225.4902,NO
27686,46,Bachelor,Food & Beverages,26,DIVORCED,NO,1,82225.4902,YES
27687,35,Master,Chemical ,14,DIVORCED,NO,0,90225.4902,NO
27700,53,Bachelor,Pulp and paper ,33,SINGLE,NO,1,74225.4902,YES
27710,34,Master,Food & Beverages,13,MARRIED,YES,2,91225.4902,YES
27721,27,No schooling,Chemical ,9,SINGLE,YES,2,83225.4902,NO
27726,49,High School,Software ,30,SINGLE,NO,3,77225.4902,NO
27729,47,Master,Manufacturing,26,SINGLE,NO,1,83225.4902,NO
27743,38,Doctorate,Arts & Media,16,SINGLE,NO,3,90225.4902,NO
27747,39,Bachelor,Transport ,19,MARRIED,NO,0,70225.4902,NO
27761,55,Bachelor,Food & Beverages,35,DIVORCED,NO,0,83225.4902,NO
27762,32,Master,Chemical ,11,DIVORCED,NO,3,91225.4902,NO
27775,44,Bachelor,Pulp and paper ,24,SINGLE,NO,0,92225.4902,YES
27785,48,Master,Food & Beverages,27,MARRIED,NO,3,90225.4902,NO
27796,32,No schooling,Chemical ,14,DIVORCED,YES,3,68225.4902,YES
27801,38,High School,Software ,19,SINGLE,NO,0,67225.4902,NO
27804,28,Master,Manufacturing,7,MARRIED,NO,3,83225.4902,YES
27818,42,Doctorate,Arts & Media,20,SINGLE,NO,0,75225.4902,NO
27822,45,Bachelor,Transport ,25,SINGLE,NO,2,65225.4902,NO
27836,45,Bachelor,Food & Beverages,25,SINGLE,YES,3,90225.4902,NO
27837,36,Master,Chemical ,15,SINGLE,YES,1,88225.4902,NO
27850,28,Bachelor,Pulp and paper ,8,DIVORCED,YES,0,85225.4902,NO
27860,34,Master,Food & Beverages,13,MARRIED,NO,0,82225.4902,NO
27871,52,No schooling,Chemical ,34,MARRIED,YES,1,68225.4902,NO
27876,55,High School,Software ,36,SINGLE,NO,1,82225.4902,NO
27879,29,Master,Manufacturing,8,MARRIED,NO,2,70225.4902,NO
27893,43,Doctorate,Arts & Media,21,DIVORCED,YES,1,91225.4902,YES
27897,26,Bachelor,Transport ,6,DIVORCED,YES,1,68225.4902,YES
27911,26,Bachelor,Food & Beverages,6,SINGLE,NO,0,88225.4902,YES
27912,55,Master,Chemical ,34,DIVORCED,YES,1,70225.4902,YES
27925,54,Bachelor,Pulp and paper ,34,SINGLE,NO,0,79225.4902,NO
27935,52,Master,Food & Beverages,31,MARRIED,NO,0,83225.4902,NO
27946,44,No schooling,Chemical ,26,MARRIED,NO,0,69225.4902,YES
27951,53,High School,Software ,34,DIVORCED,YES,3,85225.4902,NO
27954,27,Master,Manufacturing,6,SINGLE,NO,2,66225.4902,NO
27968,42,Doctorate,Arts & Media,20,DIVORCED,NO,3,74225.4902,NO
27972,51,Bachelor,Transport ,31,SINGLE,NO,1,87225.4902,NO
27986,33,Bachelor,Food & Beverages,13,MARRIED,NO,3,75225.4902,NO
27987,33,Master,Chemical ,12,MARRIED,YES,0,79225.4902,NO
28000,30,Bachelor,Pulp and paper ,10,DIVORCED,YES,3,79225.4902,YES
28010,44,Master,Food & Beverages,23,MARRIED,NO,2,80225.4902,NO
28021,39,No schooling,Chemical ,21,SINGLE,NO,1,86225.4902,YES
28026,28,High School,Software ,9,SINGLE,NO,0,61225.4902,YES
28029,55,Master,Manufacturing,34,MARRIED,NO,0,91225.4902,YES
28043,37,Doctorate,Arts & Media,15,SINGLE,NO,1,93225.4902,YES
28047,28,Bachelor,Transport ,8,DIVORCED,NO,2,66225.4902,NO
28061,50,Bachelor,Food & Beverages,30,DIVORCED,NO,2,65225.4902,NO
28062,41,Master,Chemical ,20,DIVORCED,YES,2,77225.4902,NO
28075,41,Bachelor,Pulp and paper ,21,MARRIED,NO,1,79225.4902,NO
28085,31,Master,Food & Beverages,10,SINGLE,YES,3,92225.4902,YES
28096,48,No schooling,Chemical ,30,DIVORCED,NO,3,79225.4902,YES
28101,48,High School,Software ,29,SINGLE,NO,1,94225.4902,NO
28104,40,Master,Manufacturing,19,MARRIED,NO,2,73225.4902,YES
28118,48,Doctorate,Arts & Media,26,SINGLE,YES,1,72225.4902,NO
28122,49,Bachelor,Transport ,29,MARRIED,YES,3,65225.4902,NO
28136,46,Bachelor,Food & Beverages,26,SINGLE,YES,1,67225.4902,YES
28137,25,Master,Chemical ,4,MARRIED,YES,1,89225.4902,NO
28150,50,Bachelor,Pulp and paper ,30,DIVORCED,NO,3,65225.4902,YES
28160,36,Master,Food & Beverages,15,DIVORCED,NO,3,75225.4902,NO
28171,48,No schooling,Chemical ,30,MARRIED,YES,3,90225.4902,NO
28176,45,High School,Software ,26,DIVORCED,NO,3,84225.4902,NO
28179,25,Master,Manufacturing,4,SINGLE,YES,1,72225.4902,NO
28193,27,Doctorate,Arts & Media,5,SINGLE,NO,2,86225.4902,NO
28197,45,Bachelor,Transport ,25,DIVORCED,NO,3,90225.4902,NO
28211,33,Bachelor,Food & Beverages,13,MARRIED,YES,0,91225.4902,YES
28212,28,Master,Chemical ,7,SINGLE,YES,3,85225.4902,YES
28225,47,Bachelor,Pulp and paper ,27,SINGLE,YES,2,81225.4902,NO
28235,26,Master,Food & Beverages,5,SINGLE,YES,3,91225.4902,YES
28246,41,No schooling,Chemical ,23,SINGLE,YES,1,92225.4902,YES
28251,50,High School,Software ,31,DIVORCED,NO,3,77225.4902,YES
28254,44,Master,Manufacturing,23,DIVORCED,YES,3,73225.4902,YES
28268,46,Doctorate,Arts & Media,24,DIVORCED,NO,2,86225.4902,NO
28272,52,Bachelor,Transport ,32,MARRIED,YES,3,78225.4902,NO
28286,51,Bachelor,Food & Beverages,31,DIVORCED,NO,3,89225.4902,YES
28287,47,Master,Chemical ,26,SINGLE,NO,1,85225.4902,NO
28300,37,Bachelor,Pulp and paper ,17,SINGLE,YES,2,89225.4902,YES
28310,26,Master,Food & Beverages,5,DIVORCED,NO,3,81225.4902,NO
28321,28,No schooling,Chemical ,10,DIVORCED,NO,1,60225.4902,YES
28326,43,High School,Software ,24,SINGLE,YES,2,69225.4902,YES
28329,27,Master,Manufacturing,6,SINGLE,NO,2,73225.4902,NO
28343,43,Doctorate,Arts & Media,21,MARRIED,YES,2,69225.4902,YES
28347,46,Bachelor,Transport ,26,SINGLE,YES,1,70225.4902,YES
28361,55,Bachelor,Food & Beverages,35,MARRIED,YES,2,74225.4902,YES
28362,38,Master,Chemical ,17,DIVORCED,YES,2,87225.4902,YES
28375,38,Bachelor,Pulp and paper ,18,DIVORCED,YES,3,65225.4902,NO
28385,52,Master,Food & Beverages,31,SINGLE,YES,2,88225.4902,YES
28396,29,No schooling,Chemical ,11,MARRIED,NO,3,85225.4902,YES
28401,49,High School,Software ,30,MARRIED,NO,2,72225.4902,NO
28404,27,Master,Manufacturing,6,MARRIED,NO,1,80225.4902,NO
28418,48,Doctorate,Arts & Media,26,SINGLE,YES,3,93225.4902,NO
28422,45,Bachelor,Transport ,25,SINGLE,YES,1,97225.4902,NO
28436,28,Bachelor,Food & Beverages,8,SINGLE,NO,3,64225.4902,NO
28437,45,Master,Chemical ,24,SINGLE,NO,0,95225.4902,YES
28450,47,Bachelor,Pulp and paper ,27,DIVORCED,NO,1,64225.4902,YES
28460,34,Master,Food & Beverages,13,DIVORCED,NO,2,92225.4902,NO
28471,34,No schooling,Chemical ,16,SINGLE,NO,1,73225.4902,NO
28476,46,High School,Software ,27,DIVORCED,NO,2,92225.4902,YES
28479,45,Master,Manufacturing,24,SINGLE,YES,0,96225.4902,YES
28493,39,Doctorate,Arts & Media,17,DIVORCED,NO,0,90225.4902,NO
28497,28,Bachelor,Transport ,8,DIVORCED,YES,2,85225.4902,NO
28511,46,Bachelor,Food & Beverages,26,MARRIED,YES,0,80225.4902,YES
28512,53,Master,Chemical ,32,SINGLE,NO,0,78225.4902,NO
28525,34,Bachelor,Pulp and paper ,14,SINGLE,YES,1,70225.4902,YES
28535,41,Master,Food & Beverages,20,SINGLE,YES,2,65225.4902,NO
28546,54,No schooling,Chemical ,36,SINGLE,YES,3,68225.4902,NO
28551,33,High School,Software ,14,DIVORCED,NO,0,83225.4902,NO
28554,47,Master,Manufacturing,26,MARRIED,NO,1,83225.4902,NO
28568,40,Doctorate,Arts & Media,18,SINGLE,NO,1,73225.4902,NO
28572,27,Bachelor,Transport ,7,SINGLE,NO,0,94225.4902,NO
28586,31,Bachelor,Food & Beverages,11,DIVORCED,YES,0,91225.4902,YES
28587,51,Master,Chemical ,30,MARRIED,NO,1,75225.4902,NO
28600,45,Bachelor,Pulp and paper ,25,SINGLE,NO,1,87225.4902,NO
28610,30,Master,Food & Beverages,9,SINGLE,NO,1,96225.4902,NO
28621,53,No schooling,Chemical ,35,SINGLE,NO,3,61225.4902,NO
28626,48,High School,Software ,29,DIVORCED,NO,1,76225.4902,NO
28629,33,Master,Manufacturing,12,DIVORCED,NO,2,70225.4902,NO
28643,33,Doctorate,Arts & Media,11,MARRIED,YES,0,92225.4902,YES
28647,28,Bachelor,Transport ,8,SINGLE,NO,2,81225.4902,NO
28661,46,Bachelor,Food & Beverages,26,SINGLE,YES,2,71225.4902,NO
28662,50,Master,Chemical ,29,SINGLE,YES,3,75225.4902,NO
28675,46,Bachelor,Pulp and paper ,26,SINGLE,YES,0,85225.4902,YES
28685,48,Master,Food & Beverages,27,MARRIED,NO,0,95225.4902,YES
28696,29,No schooling,Chemical ,11,DIVORCED,NO,0,74225.4902,NO
28701,29,High School,Software ,10,DIVORCED,NO,0,64225.4902,YES
28704,27,Master,Manufacturing,6,DIVORCED,NO,1,90225.4902,YES
28718,37,Doctorate,Arts & Media,15,SINGLE,NO,1,81225.4902,NO
28722,46,Bachelor,Transport ,26,SINGLE,YES,1,84225.4902,NO
28736,40,Bachelor,Food & Beverages,20,DIVORCED,YES,2,82225.4902,YES
28737,34,Master,Chemical ,13,DIVORCED,NO,1,89225.4902,YES
28750,28,Bachelor,Pulp and paper ,8,SINGLE,NO,0,100225.4902,NO
28760,40,Master,Food & Beverages,19,DIVORCED,NO,0,84225.4902,YES
28771,42,No schooling,Chemical ,24,MARRIED,YES,3,78225.4902,NO
28776,25,High School,Software ,6,MARRIED,NO,3,76225.4902,NO
28779,39,Master,Manufacturing,18,MARRIED,YES,2,79225.4902,NO
28793,44,Doctorate,Arts & Media,22,DIVORCED,YES,0,79225.4902,NO
28797,46,Bachelor,Transport ,26,DIVORCED,NO,0,69225.4902,YES
28811,28,Bachelor,Food & Beverages,8,DIVORCED,YES,3,72225.4902,NO
28812,26,Master,Chemical ,5,DIVORCED,YES,0,92225.4902,YES
28825,53,Bachelor,Pulp and paper ,33,MARRIED,NO,1,71225.4902,NO
28835,37,Master,Food & Beverages,16,MARRIED,NO,2,75225.4902,NO
28846,25,No schooling,Chemical ,7,SINGLE,NO,3,58225.4902,NO
28851,54,High School,Software ,35,MARRIED,YES,3,83225.4902,YES
28854,38,Master,Manufacturing,17,SINGLE,NO,3,82225.4902,NO
28868,39,Doctorate,Arts & Media,17,DIVORCED,NO,2,104225.4902,NO
28872,40,Bachelor,Transport ,20,MARRIED,YES,1,89225.4902,YES
28886,49,Bachelor,Food & Beverages,29,SINGLE,NO,0,90225.4902,YES
28887,37,Master,Chemical ,16,DIVORCED,YES,2,84225.4902,YES
28900,35,Bachelor,Pulp and paper ,15,DIVORCED,NO,3,68225.4902,YES
28910,34,Master,Food & Beverages,13,SINGLE,NO,1,90225.4902,YES
28921,27,No schooling,Chemical ,9,MARRIED,YES,1,85225.4902,NO
28926,44,High School,Software ,25,DIVORCED,YES,1,75225.4902,NO
28929,33,Master,Manufacturing,12,MARRIED,NO,1,79225.4902,NO
28943,31,Doctorate,Arts & Media,9,DIVORCED,NO,0,83225.4902,YES
28947,46,Bachelor,Transport ,26,MARRIED,NO,3,83225.4902,YES
28961,54,Bachelor,Food & Beverages,34,MARRIED,NO,0,76225.4902,NO
28962,36,Master,Chemical ,15,DIVORCED,YES,1,82225.4902,NO
28975,54,Bachelor,Pulp and paper ,34,SINGLE,YES,2,86225.4902,YES
28985,53,Master,Food & Beverages,32,MARRIED,YES,0,93225.4902,YES
28996,40,No schooling,Chemical ,22,MARRIED,YES,3,74225.4902,YES
29001,50,High School,Software ,31,MARRIED,YES,0,86225.4902,NO
29004,50,Master,Manufacturing,29,MARRIED,YES,1,82225.4902,YES
29018,52,Doctorate,Arts & Media,30,DIVORCED,NO,3,99225.4902,NO
29022,51,Bachelor,Transport ,31,DIVORCED,NO,3,100225.4902,YES
29036,26,Bachelor,Food & Beverages,6,SINGLE,NO,2,84225.4902,YES
29037,27,Master,Chemical ,6,DIVORCED,YES,0,72225.4902,YES
29050,54,Bachelor,Pulp and paper ,34,SINGLE,NO,3,80225.4902,NO
29060,29,Master,Food & Beverages,8,MARRIED,NO,0,91225.4902,NO
29071,51,No schooling,Chemical ,33,DIVORCED,YES,3,69225.4902,NO
29076,41,High School,Software ,22,SINGLE,YES,2,68225.4902,YES
29079,37,Master,Manufacturing,16,MARRIED,NO,1,86225.4902,NO
29093,51,Doctorate,Arts & Media,29,SINGLE,NO,3,86225.4902,NO
29097,26,Bachelor,Transport ,6,DIVORCED,YES,3,78225.4902,YES
29111,45,Bachelor,Food & Beverages,25,SINGLE,NO,2,92225.4902,NO
29112,46,Master,Chemical ,25,DIVORCED,YES,3,96225.4902,YES
29125,51,Bachelor,Pulp and paper ,31,MARRIED,NO,3,96225.4902,NO
29135,52,Master,Food & Beverages,31,MARRIED,YES,0,67225.4902,NO
29146,31,No schooling,Chemical ,13,DIVORCED,YES,1,65225.4902,NO
29151,31,High School,Software ,12,MARRIED,YES,3,73225.4902,NO
29154,55,Master,Manufacturing,34,MARRIED,NO,1,90225.4902,NO
29168,38,Doctorate,Arts & Media,16,MARRIED,NO,2,89225.4902,NO
29172,51,Bachelor,Transport ,31,MARRIED,NO,1,69225.4902,NO
29186,34,Bachelor,Food & Beverages,14,MARRIED,NO,2,73225.4902,NO
29187,42,Master,Chemical ,21,SINGLE,YES,1,79225.4902,NO
29200,25,Bachelor,Pulp and paper ,5,SINGLE,YES,0,86225.4902,YES
29210,34,Master,Food & Beverages,13,SINGLE,YES,0,95225.4902,NO
29221,32,No schooling,Chemical ,14,SINGLE,NO,0,64225.4902,NO
29226,36,High School,Software ,17,DIVORCED,NO,3,81225.4902,NO
29229,27,Master,Manufacturing,6,DIVORCED,NO,3,91225.4902,NO
29243,46,Doctorate,Arts & Media,24,MARRIED,NO,0,73225.4902,YES
29247,55,Bachelor,Transport ,35,MARRIED,NO,0,80225.4902,YES
29261,29,Bachelor,Food & Beverages,9,MARRIED,YES,2,95225.4902,NO
29262,40,Master,Chemical ,19,MARRIED,YES,2,69225.4902,NO
29275,55,Bachelor,Pulp and paper ,35,DIVORCED,YES,0,66225.4902,NO
29285,38,Master,Food & Beverages,17,MARRIED,YES,1,79225.4902,YES
29296,43,No schooling,Chemical ,25,MARRIED,NO,3,81225.4902,YES
29301,42,High School,Software ,23,DIVORCED,NO,1,86225.4902,NO
29304,29,Master,Manufacturing,8,DIVORCED,YES,1,78225.4902,YES
29318,54,Doctorate,Arts & Media,32,MARRIED,YES,1,96225.4902,NO
29322,34,Bachelor,Transport ,14,DIVORCED,YES,2,72225.4902,NO
29336,49,Bachelor,Food & Beverages,29,SINGLE,NO,2,70225.4902,NO
29337,27,Master,Chemical ,6,MARRIED,YES,0,80225.4902,NO
29350,30,Bachelor,Pulp and paper ,10,MARRIED,NO,3,80225.4902,NO
29360,33,Master,Food & Beverages,12,SINGLE,YES,2,90225.4902,YES
29371,37,No schooling,Chemical ,19,MARRIED,YES,1,88225.4902,NO
29376,27,High School,Software ,8,MARRIED,NO,0,87225.4902,NO
29379,40,Master,Manufacturing,19,SINGLE,YES,2,78225.4902,NO
29393,46,Doctorate,Arts & Media,24,SINGLE,NO,3,86225.4902,YES
29397,28,Bachelor,Transport ,8,SINGLE,YES,1,95225.4902,NO
29411,54,Bachelor,Food & Beverages,34,DIVORCED,YES,0,70225.4902,YES
29412,27,Master,Chemical ,6,SINGLE,YES,3,70225.4902,YES
29425,55,Bachelor,Pulp and paper ,35,SINGLE,YES,2,89225.4902,NO
29435,48,Master,Food & Beverages,27,DIVORCED,YES,1,72225.4902,YES
29446,28,No schooling,Chemical ,10,DIVORCED,YES,1,81225.4902,YES
29451,27,High School,Software ,8,DIVORCED,YES,2,73225.4902,NO
29454,41,Master,Manufacturing,20,DIVORCED,YES,0,69225.4902,YES
29468,27,Doctorate,Arts & Media,5,SINGLE,NO,0,83225.4902,NO
29472,47,Bachelor,Transport ,27,DIVORCED,YES,2,93225.4902,YES
29486,30,Bachelor,Food & Beverages,10,DIVORCED,YES,2,62225.4902,NO
29487,45,Master,Chemical ,24,MARRIED,YES,3,78225.4902,YES
29500,44,Bachelor,Pulp and paper ,24,MARRIED,YES,1,76225.4902,NO
29510,41,Master,Food & Beverages,20,SINGLE,NO,0,78225.4902,NO
29521,31,No schooling,Chemical ,13,SINGLE,NO,3,86225.4902,NO
29526,55,High School,Software ,36,SINGLE,YES,1,70225.4902,NO
29529,52,Master,Manufacturing,31,SINGLE,NO,2,80225.4902,NO
29543,30,Doctorate,Arts & Media,8,MARRIED,NO,2,80225.4902,NO
29547,53,Bachelor,Transport ,33,SINGLE,YES,3,86225.4902,NO
29561,43,Bachelor,Food & Beverages,23,DIVORCED,NO,2,85225.4902,NO
29562,41,Master,Chemical ,20,MARRIED,YES,3,79225.4902,NO
29575,39,Bachelor,Pulp and paper ,19,MARRIED,NO,0,84225.4902,NO
29585,47,Master,Food & Beverages,26,DIVORCED,YES,0,72225.4902,YES
29596,55,No schooling,Chemical ,37,DIVORCED,NO,1,59225.4902,YES
29601,46,High School,Software ,27,SINGLE,YES,2,65225.4902,NO
29604,32,Master,Manufacturing,11,MARRIED,NO,1,92225.4902,NO
29618,52,Doctorate,Arts & Media,30,DIVORCED,NO,0,97225.4902,YES
29622,29,Bachelor,Transport ,9,DIVORCED,YES,2,93225.4902,YES
29636,44,Bachelor,Food & Beverages,24,MARRIED,NO,0,83225.4902,NO
29637,27,Master,Chemical ,6,DIVORCED,NO,2,75225.4902,YES
29650,53,Bachelor,Pulp and paper ,33,DIVORCED,NO,2,91225.4902,YES
29660,25,Master,Food & Beverages,4,MARRIED,YES,0,96225.4902,NO
29671,46,No schooling,Chemical ,28,MARRIED,YES,2,64225.4902,NO
29676,54,High School,Software ,35,SINGLE,NO,3,61225.4902,NO
29679,49,Master,Manufacturing,28,SINGLE,NO,0,81225.4902,YES
29693,52,Doctorate,Arts & Media,30,SINGLE,YES,2,100225.4902,NO
29697,52,Bachelor,Transport ,32,MARRIED,YES,3,65225.4902,NO
29711,48,Bachelor,Food & Beverages,28,MARRIED,NO,2,78225.4902,NO
29712,54,Master,Chemical ,33,SINGLE,YES,0,70225.4902,NO
29725,41,Bachelor,Pulp and paper ,21,MARRIED,NO,2,84225.4902,YES
29735,45,Master,Food & Beverages,24,SINGLE,NO,3,89225.4902,NO
29746,52,No schooling,Chemical ,34,DIVORCED,NO,0,81225.4902,NO
29751,28,High School,Software ,9,SINGLE,YES,2,89225.4902,NO
29754,35,Master,Manufacturing,14,SINGLE,NO,2,90225.4902,YES
29768,51,Doctorate,Arts & Media,29,DIVORCED,NO,1,101225.4902,NO
29772,40,Bachelor,Transport ,20,SINGLE,YES,1,73225.4902,NO
29786,51,Bachelor,Food & Beverages,31,MARRIED,YES,3,83225.4902,NO
29787,37,Master,Chemical ,16,MARRIED,YES,1,86225.4902,NO
29800,47,Bachelor,Pulp and paper ,27,MARRIED,NO,2,63225.4902,NO
29810,36,Master,Food & Beverages,15,DIVORCED,YES,0,96225.4902,NO
29821,52,No schooling,Chemical ,34,MARRIED,YES,1,70225.4902,YES
29826,52,High School,Software ,33,SINGLE,YES,3,85225.4902,NO
29829,37,Master,Manufacturing,16,DIVORCED,YES,0,96225.4902,YES
29843,46,Doctorate,Arts & Media,24,MARRIED,YES,0,96225.4902,YES
29847,39,Bachelor,Transport ,19,SINGLE,YES,2,92225.4902,NO
29861,29,Bachelor,Food & Beverages,9,SINGLE,NO,0,97225.4902,YES
29862,31,Master,Chemical ,10,SINGLE,YES,2,73225.4902,NO
29875,54,Bachelor,Pulp and paper ,34,DIVORCED,NO,2,86225.4902,NO
29885,42,Master,Food & Beverages,21,MARRIED,NO,2,72225.4902,NO
29896,36,No schooling,Chemical ,18,DIVORCED,YES,2,80225.4902,YES
29901,31,High School,Software ,12,MARRIED,NO,3,81225.4902,NO
29904,27,Master,Manufacturing,6,MARRIED,NO,3,96225.4902,YES
